Archivo: ../pos/10000_8.txt, Es: Positivo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -7
Archivo: ../neg/11464_1.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/11465_1.txt, Es: Negativo, Negative: 7, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../neg/11466_2.txt, Es: Negativo, Negative: 10, Positive: 5, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -7
Archivo: ../neg/11467_2.txt, Es: Negativo, Negative: 20, Positive: 2, Very negative: 2, Very positive: 1, Neutral: 3, Suma: -20
Archivo: ../neg/11468_3.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/11469_4.txt, Es: Negativo, Negative: 4, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -2
Archivo: ../neg/1146_4.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/11470_3.txt, Es: Negativo, Negative: 11, Positive: 3, Very negative: 7, Very positive: 1, Neutral: 1, Suma: -20
Archivo: ../neg/11471_3.txt, Es: Negativo, Negative: 11, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -12
Archivo: ../neg/11472_1.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../neg/11473_4.txt, Es: Negativo, Negative: 1, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -1
Archivo: ../neg/11474_1.txt, Es: Negativo, Negative: 9, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -9
Archivo: ../neg/11475_1.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -3
Archivo: ../neg/11476_3.txt, Es: Negativo, Negative: 15, Positive: 14, Very negative: 1, Very positive: 0, Neutral: 10, Suma: -3
Archivo: ../neg/11477_4.txt, Es: Negativo, Negative: 7, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -4
Archivo: ../neg/11478_4.txt, Es: Negativo, Negative: 3, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 2
Archivo: ../neg/11479_3.txt, Es: Negativo, Negative: 18, Positive: 5, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -15
Archivo: ../neg/1147_4.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -9
Archivo: ../neg/11480_2.txt, Es: Negativo, Negative: 4, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../neg/11481_1.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/11482_1.txt, Es: Negativo, Negative: 9, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -8
Archivo: ../neg/11483_2.txt, Es: Negativo, Negative: 8, Positive: 2, Very negative: 1, Very positive: 1, Neutral: 1, Suma: -6
Archivo: ../neg/11484_2.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/11485_2.txt, Es: Negativo, Negative: 15, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -16
Archivo: ../neg/11486_4.txt, Es: Negativo, Negative: 7, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 2, Suma: -9
Archivo: ../neg/11487_3.txt, Es: Negativo, Negative: 13, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 3, Suma: -15
Archivo: ../neg/11488_3.txt, Es: Negativo, Negative: 11, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -8
Archivo: ../neg/11489_3.txt, Es: Negativo, Negative: 8, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/1148_4.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -4
Archivo: ../neg/11490_1.txt, Es: Negativo, Negative: 1, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 1
Archivo: ../neg/11491_3.txt, Es: Negativo, Negative: 13, Positive: 4, Very negative: 1, Very positive: 1, Neutral: 3, Suma: -9
Archivo: ../neg/11492_1.txt, Es: Negativo, Negative: 3, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/11493_2.txt, Es: Negativo, Negative: 6, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/11494_4.txt, Es: Negativo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 0
Archivo: ../neg/11495_2.txt, Es: Negativo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../neg/11496_4.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/11497_3.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../neg/11498_1.txt, Es: Negativo, Negative: 11, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -9
Archivo: ../neg/11499_1.txt, Es: Negativo, Negative: 2, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -4
Archivo: ../neg/1149_3.txt, Es: Negativo, Negative: 13, Positive: 7, Very negative: 0, Very positive: 1, Neutral: 3, Suma: -4
Archivo: ../neg/114_4.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -3
Archivo: ../neg/11500_1.txt, Es: Negativo, Negative: 2, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 1
Archivo: ../neg/11501_2.txt, Es: Negativo, Negative: 1, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/11502_1.txt, Es: Negativo, Negative: 4, Positive: 5, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -1
Archivo: ../neg/11503_3.txt, Es: Negativo, Negative: 11, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -11
Archivo: ../neg/11504_1.txt, Es: Negativo, Negative: 8, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/11505_3.txt, Es: Negativo, Negative: 7, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -11
Archivo: ../neg/11506_2.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -4
Archivo: ../neg/11507_2.txt, Es: Negativo, Negative: 3, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../neg/11508_1.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -5
Archivo: ../neg/11509_1.txt, Es: Negativo, Negative: 4, Positive: 5, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/1150_4.txt, Es: Negativo, Negative: 11, Positive: 3, Very negative: 4, Very positive: 0, Neutral: 0, Suma: -16
Archivo: ../neg/11510_1.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -3
Archivo: ../neg/11511_1.txt, Es: Negativo, Negative: 10, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 2, Suma: -14
Archivo: ../neg/11512_1.txt, Es: Negativo, Negative: 10, Positive: 7, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -5
Archivo: ../neg/11513_3.txt, Es: Negativo, Negative: 16, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -14
Archivo: ../neg/11514_1.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../neg/11515_1.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 3, Suma: -7
Archivo: ../neg/11516_4.txt, Es: Negativo, Negative: 20, Positive: 0, Very negative: 5, Very positive: 0, Neutral: 3, Suma: -30
Archivo: ../neg/11517_1.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../neg/11518_1.txt, Es: Negativo, Negative: 11, Positive: 3, Very negative: 2, Very positive: 0, Neutral: 6, Suma: -12
Archivo: ../neg/11519_1.txt, Es: Negativo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 1, Neutral: 2, Suma: -1
Archivo: ../neg/1151_1.txt, Es: Negativo, Negative: 11, Positive: 5, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -8
Archivo: ../neg/11520_3.txt, Es: Negativo, Negative: 1, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/11521_1.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../neg/11522_2.txt, Es: Negativo, Negative: 10, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -11
Archivo: ../neg/11523_2.txt, Es: Negativo, Negative: 6, Positive: 0, Very negative: 5, Very positive: 0, Neutral: 0, Suma: -16
Archivo: ../neg/11524_2.txt, Es: Negativo, Negative: 10, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -10
Archivo: ../neg/11525_1.txt, Es: Negativo, Negative: 5, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -2
Archivo: ../neg/11526_3.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/11527_1.txt, Es: Negativo, Negative: 6, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -4
Archivo: ../neg/11528_1.txt, Es: Negativo, Negative: 6, Positive: 3, Very negative: 2, Very positive: 0, Neutral: 2, Suma: -7
Archivo: ../neg/11529_1.txt, Es: Negativo, Negative: 8, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -9
Archivo: ../neg/1152_3.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/11530_1.txt, Es: Negativo, Negative: 8, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -10
Archivo: ../neg/11531_2.txt, Es: Negativo, Negative: 6, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/11532_3.txt, Es: Negativo, Negative: 15, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -9
Archivo: ../neg/11533_2.txt, Es: Negativo, Negative: 7, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -2
Archivo: ../neg/11534_4.txt, Es: Negativo, Negative: 17, Positive: 4, Very negative: 5, Very positive: 0, Neutral: 2, Suma: -23
Archivo: ../neg/11535_3.txt, Es: Negativo, Negative: 14, Positive: 2, Very negative: 1, Very positive: 1, Neutral: 4, Suma: -12
Archivo: ../neg/11536_3.txt, Es: Negativo, Negative: 25, Positive: 2, Very negative: 3, Very positive: 0, Neutral: 11, Suma: -29
Archivo: ../neg/11537_4.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -9
Archivo: ../neg/11538_1.txt, Es: Negativo, Negative: 12, Positive: 2, Very negative: 2, Very positive: 1, Neutral: 5, Suma: -12
Archivo: ../neg/11539_1.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/1153_2.txt, Es: Negativo, Negative: 6, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../neg/11540_2.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -5
Archivo: ../neg/11541_1.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -9
Archivo: ../neg/11542_2.txt, Es: Negativo, Negative: 6, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -10
Archivo: ../neg/11543_1.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/11544_3.txt, Es: Negativo, Negative: 4, Positive: 5, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/11545_4.txt, Es: Negativo, Negative: 11, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -10
Archivo: ../neg/11546_4.txt, Es: Negativo, Negative: 16, Positive: 8, Very negative: 5, Very positive: 0, Neutral: 3, Suma: -18
Archivo: ../neg/11547_4.txt, Es: Negativo, Negative: 7, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -6
Archivo: ../neg/11548_4.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -4
Archivo: ../neg/11549_2.txt, Es: Negativo, Negative: 8, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -6
Archivo: ../neg/1154_3.txt, Es: Negativo, Negative: 7, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -7
Archivo: ../neg/11550_4.txt, Es: Negativo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -7
Archivo: ../neg/11551_1.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/11552_4.txt, Es: Negativo, Negative: 15, Positive: 6, Very negative: 3, Very positive: 0, Neutral: 4, Suma: -15
Archivo: ../neg/11553_4.txt, Es: Negativo, Negative: 3, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -2
Archivo: ../neg/11554_1.txt, Es: Negativo, Negative: 6, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -3
Archivo: ../neg/11555_2.txt, Es: Negativo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../neg/11556_1.txt, Es: Negativo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -1
Archivo: ../neg/11557_1.txt, Es: Negativo, Negative: 11, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -13
Archivo: ../neg/11558_1.txt, Es: Negativo, Negative: 4, Positive: 4, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -2
Archivo: ../neg/11559_4.txt, Es: Negativo, Negative: 17, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -13
Archivo: ../neg/1155_1.txt, Es: Negativo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/11560_4.txt, Es: Negativo, Negative: 17, Positive: 4, Very negative: 1, Very positive: 0, Neutral: 8, Suma: -15
Archivo: ../neg/11561_4.txt, Es: Negativo, Negative: 6, Positive: 3, Very negative: 2, Very positive: 1, Neutral: 1, Suma: -5
Archivo: ../neg/11562_2.txt, Es: Negativo, Negative: 5, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../neg/11563_3.txt, Es: Negativo, Negative: 9, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -12
Archivo: ../neg/11564_4.txt, Es: Negativo, Negative: 11, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -6
Archivo: ../neg/11565_4.txt, Es: Negativo, Negative: 3, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../neg/11566_2.txt, Es: Negativo, Negative: 8, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -8
Archivo: ../neg/11567_2.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -4
Archivo: ../neg/11568_4.txt, Es: Negativo, Negative: 12, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -7
Archivo: ../neg/11569_3.txt, Es: Negativo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 4, Suma: 0
Archivo: ../neg/1156_2.txt, Es: Negativo, Negative: 10, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -12
Archivo: ../neg/11570_1.txt, Es: Negativo, Negative: 2, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/11571_1.txt, Es: Negativo, Negative: 18, Positive: 10, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -10
Archivo: ../neg/11572_1.txt, Es: Negativo, Negative: 7, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -8
Archivo: ../neg/11573_3.txt, Es: Negativo, Negative: 9, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -9
Archivo: ../neg/11574_3.txt, Es: Negativo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -7
Archivo: ../neg/11575_1.txt, Es: Negativo, Negative: 5, Positive: 4, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/11576_1.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -4
Archivo: ../neg/11577_1.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 1, Very positive: 1, Neutral: 0, Suma: -4
Archivo: ../neg/11578_1.txt, Es: Negativo, Negative: 2, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../neg/11579_2.txt, Es: Negativo, Negative: 7, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -6
Archivo: ../neg/1157_4.txt, Es: Negativo, Negative: 11, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -11
Archivo: ../neg/11580_2.txt, Es: Negativo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 0
Archivo: ../neg/11581_2.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 0, Very positive: 1, Neutral: 1, Suma: -3
Archivo: ../neg/11582_1.txt, Es: Negativo, Negative: 3, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../neg/11583_3.txt, Es: Negativo, Negative: 7, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../neg/11584_4.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/11585_1.txt, Es: Negativo, Negative: 29, Positive: 3, Very negative: 5, Very positive: 0, Neutral: 10, Suma: -36
Archivo: ../neg/11586_2.txt, Es: Negativo, Negative: 17, Positive: 6, Very negative: 2, Very positive: 1, Neutral: 8, Suma: -13
Archivo: ../neg/11587_2.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -6
Archivo: ../neg/11588_1.txt, Es: Negativo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 7, Suma: -3
Archivo: ../neg/11589_3.txt, Es: Negativo, Negative: 1, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/1158_4.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -5
Archivo: ../neg/11590_3.txt, Es: Negativo, Negative: 4, Positive: 3, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/11591_2.txt, Es: Negativo, Negative: 8, Positive: 5, Very negative: 2, Very positive: 1, Neutral: 1, Suma: -5
Archivo: ../neg/11592_1.txt, Es: Negativo, Negative: 17, Positive: 3, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -16
Archivo: ../neg/11593_4.txt, Es: Negativo, Negative: 11, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 2, Suma: -15
Archivo: ../neg/11594_4.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../neg/11595_4.txt, Es: Negativo, Negative: 7, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -7
Archivo: ../neg/11596_3.txt, Es: Negativo, Negative: 3, Positive: 0, Very negative: 4, Very positive: 0, Neutral: 1, Suma: -11
Archivo: ../neg/11597_4.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../neg/11598_4.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/11599_3.txt, Es: Negativo, Negative: 7, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/1159_1.txt, Es: Negativo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/115_2.txt, Es: Negativo, Negative: 3, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/11600_3.txt, Es: Negativo, Negative: 2, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/11601_3.txt, Es: Negativo, Negative: 11, Positive: 1, Very negative: 3, Very positive: 0, Neutral: 1, Suma: -16
Archivo: ../neg/11602_1.txt, Es: Negativo, Negative: 15, Positive: 4, Very negative: 6, Very positive: 0, Neutral: 4, Suma: -23
Archivo: ../neg/11603_1.txt, Es: Negativo, Negative: 6, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -8
Archivo: ../neg/11604_1.txt, Es: Negativo, Negative: 2, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -4
Archivo: ../neg/11605_1.txt, Es: Negativo, Negative: 11, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -13
Archivo: ../neg/11606_4.txt, Es: Negativo, Negative: 3, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 0
Archivo: ../neg/11607_1.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/11608_1.txt, Es: Negativo, Negative: 12, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -12
Archivo: ../neg/11609_1.txt, Es: Negativo, Negative: 11, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -9
Archivo: ../neg/1160_1.txt, Es: Negativo, Negative: 3, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../neg/11610_1.txt, Es: Negativo, Negative: 4, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../neg/11611_3.txt, Es: Negativo, Negative: 1, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/11612_3.txt, Es: Negativo, Negative: 2, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -4
Archivo: ../neg/11613_2.txt, Es: Negativo, Negative: 12, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -11
Archivo: ../neg/11614_3.txt, Es: Negativo, Negative: 6, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -1
Archivo: ../neg/11615_2.txt, Es: Negativo, Negative: 12, Positive: 2, Very negative: 3, Very positive: 0, Neutral: 10, Suma: -16
Archivo: ../neg/11616_4.txt, Es: Negativo, Negative: 14, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -12
Archivo: ../neg/11617_2.txt, Es: Negativo, Negative: 9, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -11
Archivo: ../neg/11618_1.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../neg/11619_1.txt, Es: Negativo, Negative: 2, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/1161_1.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/11620_4.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/11621_4.txt, Es: Negativo, Negative: 10, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -11
Archivo: ../neg/11622_1.txt, Es: Negativo, Negative: 10, Positive: 8, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -2
Archivo: ../neg/11623_2.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -5
Archivo: ../neg/11624_4.txt, Es: Negativo, Negative: 4, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -1
Archivo: ../neg/11625_4.txt, Es: Negativo, Negative: 7, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -6
Archivo: ../neg/11626_1.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -6
Archivo: ../neg/11627_1.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/11628_4.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../neg/11629_2.txt, Es: Negativo, Negative: 4, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../neg/1162_1.txt, Es: Negativo, Negative: 4, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -2
Archivo: ../neg/11630_1.txt, Es: Negativo, Negative: 6, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -4
Archivo: ../neg/11631_1.txt, Es: Negativo, Negative: 11, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 13, Suma: -9
Archivo: ../neg/11632_1.txt, Es: Negativo, Negative: 9, Positive: 8, Very negative: 0, Very positive: 0, Neutral: 29, Suma: -1
Archivo: ../neg/11633_1.txt, Es: Negativo, Negative: 3, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../neg/11634_1.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -7
Archivo: ../neg/11635_1.txt, Es: Negativo, Negative: 8, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -6
Archivo: ../neg/11636_3.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -5
Archivo: ../neg/11637_4.txt, Es: Negativo, Negative: 9, Positive: 4, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -7
Archivo: ../neg/11638_4.txt, Es: Negativo, Negative: 18, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -16
Archivo: ../neg/11639_1.txt, Es: Negativo, Negative: 36, Positive: 7, Very negative: 1, Very positive: 0, Neutral: 5, Suma: -31
Archivo: ../neg/1163_3.txt, Es: Negativo, Negative: 6, Positive: 2, Very negative: 3, Very positive: 0, Neutral: 2, Suma: -10
